145.255.4.150,8080,3.013254949
118.97.130.10,8080,0.847506139
177.85.235.243,8080,3.622182661
193.25.120.235,8080,2.14105382
201.85.50.249,80,2.774863619
201.221.128.27,80,3.650359816
62.201.208.194,8080,0.990567708
125.214.184.26,8080,2.638109284
173.213.96.229,7808,2.440201406
180.180.121.90,80,3.386573952
187.72.224.67,3129,2.014488677
190.147.34.134,8080,1.783187099
212.175.88.15,8080,1.677790302
222.180.173.6,8080,1.79202444
116.228.55.217,8000,0.193406489
1.179.147.2,8080,0.855927224
93.63.141.183,8080,2.607527475
120.198.230.63,82,0.127188362
59.49.216.141,8080,3.424777929
124.172.221.159,80,3.290586953
183.129.198.236,80,0.403229052
183.129.198.236,81,0.446411061
183.129.198.242,80,0.133095632
183.129.198.247,80,0.179868509
61.147.82.87,8000,0.276620235
121.11.167.246,9999,0.491507638
121.26.229.197,8081,3.112597708
180.168.208.15,1981,1.729464059
183.62.172.50,9999,2.017159545
190.7.157.90,8080,2.187813605
203.86.16.249,8080,0.462532496
210.51.37.167,3389,2.256631126
218.91.206.146,8001,0.363248955
222.124.218.164,8080,76.232653091
183.129.198.228,80,0.123328536
190.248.94.78,8080,1.22742577
180.247.19.183,8080,2.547606759
183.129.198.248,81,0.347814162
202.143.159.173,3129,2.918476804
211.143.226.179,80,0.123175363
183.129.198.247,81,0.186181198
116.228.55.217,8003,0.136885854
59.172.208.189,8080,3.195500703
124.162.168.185,8080,1.64691314
183.129.198.248,80,0.1295873
194.141.96.21,8080,2.739496701
203.204.206.176,8080,2.139557538
41.78.26.154,8080,3.352223094
125.214.187.26,8080,1.385573131
203.78.36.245,82,0.67012797
61.53.64.37,8080,0.130260252
112.78.137.67,8080,3.293267737
119.186.160.86,8000,0.285610853
218.87.111.115,8080,0.207206247
86.120.196.242,8080,1.601902944
190.0.17.202,8080,1.351427739
221.13.79.20,80,0.352394515
27.106.33.161,8080,1.72682903
110.170.137.26,80,2.528494643
118.97.191.205,8080,2.128493812
175.136.192.5,8080,3.439503278
180.250.165.205,8080,2.254482113
211.143.200.180,80,0.081506061
94.137.239.19,81,4.109470683
195.39.167.46,3129,2.42754445
203.78.36.245,83,1.087114431
37.229.235.60,8080,1.66621719
210.0.205.70,80,0.30107314
72.64.146.136,43,2.1677082
72.64.146.136,8080,3.155943212
123.157.148.28,808,0.071041435
190.122.185.201,8080,1.551933198
89.251.103.130,8080,3.338244038
218.80.215.176,8088,3.889706767
94.158.148.166,8080,2.534375917
114.160.233.112,2013,0.802841268
124.162.168.182,8080,2.819199914
109.175.8.57,8080,3.841876872
183.60.44.136,88,0.172706361
61.181.131.102,9999,2.102816965
49.0.1.101,80,0.237974478
64.78.77.126,80,0.330246644
110.74.219.147,80,0.164325195
114.80.91.180,7780,0.115392869
190.152.80.22,8080,0.340528191
202.147.193.216,80,0.142581714
203.234.242.110,80,0.04148059
210.101.131.231,8080,0.36828263
213.0.55.203,8118,0.691446289
218.249.83.87,8080,0.099509011
5.153.26.221,80,0.299518587
180.180.121.179,80,2.782061521
14.63.199.18,80,0.047646852
14.139.229.37,8080,0.265011113
123.30.187.51,80,0.127940342
176.33.138.156,80,0.397814495
212.220.110.238,8080,0.904501014
182.52.117.168,80,0.589806095
41.215.3.98,80,0.572726686
119.252.168.34,80,0.783506874
42.96.129.66,80,0.032456341
119.48.248.73,80,0.027253663
189.58.100.98,8080,0.451168417
62.122.101.26,80,0.288499717
185.4.65.110,80,0.275577477
109.69.2.197,80,0.820071092
202.77.98.118,80,0.717934773
203.130.237.74,80,0.173682397
203.161.24.74,80,0.281508467
190.128.137.206,80,0.799903627
190.151.122.38,80,0.725601839
118.96.137.205,80,0.473338379
203.202.243.240,80,1.427572071
61.134.53.87,80,0.558522456
203.252.199.3,80,0.306624239
103.16.113.8,80,0.968205141
37.235.133.172,1080,0.370934883
37.235.133.172,1080,0.380876605
60.214.128.3,80,0.022753822
61.164.42.147,80,0.032867414
61.167.49.188,8080,0.215055482
69.88.252.6,8080,1.742283477
74.218.166.42,80,0.231294917
86.96.229.68,80,0.328259769
86.96.229.68,8088,0.323859889
86.96.229.68,8888,0.327822892
86.96.229.123,8088,0.265754613
103.22.181.247,80,0.140899399
120.198.230.11,80,0.214640465
120.198.230.11,81,0.122435914
120.198.230.11,82,0.089316515
120.198.230.11,83,0.090482209
120.198.230.11,84,0.086831621
122.72.120.63,80,0.205133801
140.206.172.7,80,0.0293603
196.41.40.98,8080,1.474971619
202.159.24.23,80,0.120416566
203.81.88.62,80,0.148140905
219.145.93.110,8080,0.050136156
219.216.110.96,3259,0.095818904
219.232.47.153,80,0.008006574
221.181.192.30,80,0.252330568
221.181.192.30,81,0.215283623
221.181.192.30,82,0.263264555
221.181.192.30,85,0.260704951
221.181.192.30,86,0.207006898
222.180.173.12,8080,0.842257034
59.126.208.157,80,0.180526965
86.96.229.123,80,0.26333593
86.96.229.123,8888,0.258907222
124.162.168.189,8080,0.885179218
118.142.19.38,1180,1.171051847
217.12.113.67,443,2.711470541
203.119.8.69,80,3.304895991
112.175.251.57,8080,0.914191189
59.44.153.213,80,0.028366731
59.124.2.233,80,0.048428187
75.127.3.251,8080,1.517653724
108.178.2.70,7080,0.246838927
110.4.12.170,80,0.065366507
110.4.12.170,81,0.068287435
110.4.12.170,82,0.069688207
110.4.12.170,83,0.073384531
110.4.24.170,80,0.047528111
115.31.183.94,80,0.145266108
119.147.113.78,80,0.082060292
122.192.166.70,8080,0.047698781
124.74.249.15,80,0.182275969
124.95.162.210,80,0.025935622
124.232.164.176,80,0.049163646
125.39.66.130,80,0.012606666
125.39.66.131,80,0.024654835
125.39.66.132,80,0.01804131
125.39.66.146,80,0.011980957
125.39.66.147,80,0.012833488
125.39.66.148,80,0.021988619
125.39.66.149,80,0.023292218
125.39.66.150,80,0.029187057
125.39.68.130,80,0.017235164
125.39.68.131,80,0.01611163
125.39.68.226,80,0.029569478
180.180.121.35,80,0.233384993
180.180.121.60,80,0.255835857
180.180.121.84,80,0.236451484
180.180.121.112,80,0.23358425
188.95.34.138,80,2.247460406
200.28.4.131,80,0.326412147
200.75.51.148,8080,0.455219896
200.75.51.149,8080,0.373694075
200.75.51.150,8080,0.383591327
200.75.51.151,8080,0.44176929
202.171.168.178,8080,0.385498596
222.73.136.117,80,0.046188139
27.131.251.102,80,0.25592725
41.73.230.143,80,1.466131652
49.0.107.1,8000,0.285760533
54.225.95.50,80,0.330176022
78.134.255.42,8080,0.379456017
92.62.169.104,8080,0.566156936
121.241.123.133,80,0.222382843
125.253.101.37,8080,0.329416658
186.47.122.60,8080,0.325866396
189.3.58.131,80,0.367687072
121.1.16.174,8080,0.258721191
196.41.60.77,8080,3.007371434
212.138.92.17,8080,0.832588555\n
